,carName,carCompany,carAge,carGear,carPrice,carMile,carLocationCity,carLocationState,carColorEx,carColorIn,carAccident,carOwner,carUsage,currentTime,currentDay
11002,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 2WD,"22,993","159,662",Spring, TX,Red,Beige,1,1,Personal,00:03:28,"2021,11,02"
11003,Chevrolet Equinox,Chevrolet,2019,LT with 1LT FWD,"24,618","42,138",Texarkana, TX,White,Black,0,1,Personal,00:03:28,"2021,11,02"
11004,Ford Escape,Ford,2018,SE FWD,"15,980","80,531",Bloomington, IN,Silver,Black,0,2,Fleet,00:03:28,"2021,11,02"
11005,Ford Escape,Ford,2019,SE FWD,"14,899","98,824",Vista, CA,Silver,Gray,0,1,Personal,00:03:28,"2021,11,02"
11006,Jeep Cherokee,Jeep,2019,Latitude Plus 4WD,"21,189","45,206",Cortland, NY,White,Black,0,2,Fleet,00:03:28,"2021,11,02"
11007,Volkswagen Tiguan,Volkswagen,2018,SEL FWD,"19,488","63,015",Houston, TX,Black,Unknown,0,1,Personal,00:03:28,"2021,11,02"
11008,Ford Explorer,Ford,2018,XLT 4WD,"28,909","53,801",Manhattan, KS,Gray,Black,0,2,Personal,00:03:28,"2021,11,02"
11009,Ford F-150,Ford,2017,Lariat SuperCrew 5.5' Box 4WD,"32,470","104,289",Sanford, NC,Silver,Black,0,1,Personal,00:03:28,"2021,11,02"
11010,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"37,495","25,337",Middletown, IN,Gray,Black,0,1,Fleet,00:03:28,"2021,11,02"
11011,Nissan Altima,Nissan,2017,2.5 SR,"14,995","97,951",Fresno, CA,White,Black,0,2,Fleet,00:03:28,"2021,11,02"
11012,Chevrolet Silverado 1500,Chevrolet,2018,Custom Crew Cab Short Box 4WD,"32,993","49,423",Bowling Green, OH,White,Gray,0,1,Personal,00:03:28,"2021,11,02"
11013,Ford F-150,Ford,2019,XLT SuperCrew 6.5' Box 4WD,"39,795","37,544",Hillsboro, OR,Silver,Gray,0,1,Personal,00:03:28,"2021,11,02"
11014,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"37,684","44,281",Fort Wayne, IN,Black,Black,0,1,Fleet,00:03:28,"2021,11,02"
11015,Toyota Tacoma,Toyota,2015,TRD Pro Double Cab 5' Bed V6 4WD Automatic,"30,999","70,567",Webster, TX,Black,Gray,1,1,Personal,00:03:28,"2021,11,02"
11016,Ford EcoSport,Ford,2018,Titanium 4WD,"14,000","106,276",Harrisburg, PA,Silver,Black,0,1,Personal,00:03:30,"2021,11,02"
11017,Ford Escape,Ford,2018,SE 4WD,"16,495","123,779",Battle Creek, MI,Blue,Unknown,0,1,Personal,00:03:30,"2021,11,02"
11018,Mercedes-Benz GLC,Mercedes-Benz,2019,GLC 300 RWD,"38,892","26,400",Newport Beach, CA,White,Black,0,1,Personal,00:03:30,"2021,11,02"
11019,Nissan Rogue,Nissan,2018,SV AWD,"23,990","37,581",Manahawkin, NJ,Black,Black,1,1,Personal,00:03:30,"2021,11,02"
11020,Toyota Corolla,Toyota,2020,SE CVT,"18,590","24,046",Blue Mound, TX,Gray,Gray,0,2,Fleet,00:03:30,"2021,11,02"
11021,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"32,125","63,845",Woodbridge, VA,Black,Gray,0,1,Personal,00:03:30,"2021,11,02"
11022,Toyota Corolla,Toyota,2020,LE CVT,"18,500","51,271",Naperville, IL,Black,Black,0,2,Personal,00:03:30,"2021,11,02"
11023,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"37,514","59,905",Buford, GA,Black,Gray,0,1,Personal,00:03:30,"2021,11,02"
11024,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,"37,980","57,591",Birmingham, AL,Black,Black,0,1,Personal,00:03:30,"2021,11,02"
11025,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 2WD,"29,991","56,310",Chamblee, GA,White,Beige,0,3,Personal,00:03:30,"2021,11,02"
11026,Jeep Cherokee,Jeep,2019,Latitude FWD,"21,383","50,108",Buda, TX,White,Black,0,1,Personal,00:03:30,"2021,11,02"
11027,Ford F-150,Ford,2013,FX4 SuperCrew 5.5' Box 4WD,"18,989","134,984",Des Moines, IA,White,Black,0,2,Personal,00:03:30,"2021,11,02"
11028,Toyota Tundra,Toyota,2019,SR5 CrewMax 5.5' Bed 5.7L 4WD,"39,999","43,637",Austin, TX,Black,Black,0,1,Personal,00:03:30,"2021,11,02"
11029,Toyota Camry,Toyota,2019,SE Automatic,"21,888","41,305",Placentia, CA,White,Black,0,1,Fleet,00:03:30,"2021,11,02"
11030,Ford F-150,Ford,2020,Lariat SuperCrew 5.5' Box 4WD,"49,728","15,013",Amherst, VA,White,Black,0,1,Personal,00:03:30,"2021,11,02"
11031,Ford F-150,Ford,2019,Lariat SuperCrew 5.5' Box 4WD,"54,661","13,211",Katy, TX,White,Black,0,1,Personal,00:03:30,"2021,11,02"
11032,Ram 1500,Ram,2020,"Big Horn Quad Cab 6'4"" Box 4WD","37,000","14,000",Savannah, GA,Black,Black,0,2,Personal,00:03:30,"2021,11,02"
11033,Nissan Sentra,Nissan,2018,SV CVT,"13,581","87,640",Redwood City, CA,Black,Black,0,2,Personal,00:03:30,"2021,11,02"
11034,Ford Escape,Ford,2017,SE 4WD,"13,864","123,079",Northumberland, PA,Gray,Black,0,1,Personal,00:03:30,"2021,11,02"
11035,Toyota Corolla,Toyota,2020,LE CVT,"19,905","54,468",Houston, TX,Blue,Black,0,1,Personal,00:03:30,"2021,11,02"
11036,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,"40,700","28,082",Bloomington, IN,Gray,Black,0,1,Personal,00:03:30,"2021,11,02"
11037,Ford Super Duty F-250,Ford,2017,Lariat Crew Cab 8' Bed 4WD,"45,499","76,700",Orlando, FL,Black,Black,0,2,Personal,00:03:30,"2021,11,02"
11038,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,"36,712","32,045",Cedar Falls, IA,Silver,Gray,0,2,Personal,00:03:30,"2021,11,02"
11039,Ford Explorer,Ford,2019,XLT FWD,"28,490","38,708",San Antonio, TX,Black,Black,0,2,Personal,00:03:30,"2021,11,02"
11040,Ford F-150,Ford,2013,XLT SuperCrew 5.5' Box 4WD,"16,000","178,786",Blue Springs, MO,White,Unknown,0,2,Fleet,00:03:30,"2021,11,02"
11041,Nissan Altima,Nissan,2018,2.5 SL,"14,590","64,290",Blue Mound, TX,Gray,Black,0,2,Personal,00:03:30,"2021,11,02"
11042,Nissan Rogue,Nissan,2018,SV AWD,"21,997","46,881",Westfield, MA,Silver,Black,0,1,Fleet,00:03:30,"2021,11,02"
11043,Nissan Sentra,Nissan,2019,S CVT,"18,139","15,190",Laurel, MD,Gray,Black,0,1,Personal,00:03:30,"2021,11,02"
11044,Chevrolet Silverado 1500,Chevrolet,2018,LT Crew Cab Short Box 2WD,"35,700","47,700",Fresno, CA,Black,Black,0,1,Personal,00:03:30,"2021,11,02"
11045,Toyota Corolla,Toyota,2019,LE CVT,"20,991","54,653",Tyler, TX,Black,Unknown,0,2,Personal,00:03:30,"2021,11,02"
11046,Toyota Corolla,Toyota,2019,LE CVT,"18,999","59,300",Austin, TX,Gray,Black,0,2,Personal,00:03:33,"2021,11,02"
11047,Ford F-150,Ford,2017,XLT SuperCrew 5.5' Box 4WD,"27,900","101,487",Houston, TX,Silver,Gray,0,3,Personal,00:03:33,"2021,11,02"
11048,Chevrolet Equinox,Chevrolet,2020,LT with 1LT AWD,"21,750","45,675",Garland, TX,Gray,Gray,1,1,Personal,00:03:33,"2021,11,02"
11049,Chevrolet Malibu,Chevrolet,2018,LT with 1LT,"17,497","79,340",Marietta, GA,White,Gray,0,2,Personal,00:03:33,"2021,11,02"
11050,Mercedes-Benz C-Class,Mercedes-Benz,2018,C 300 Sedan RWD,"30,745","24,122",Torrance, CA,Black,Black,0,1,Personal,00:03:33,"2021,11,02"
11051,Nissan Rogue,Nissan,2018,SV FWD,"19,995","77,503",Pensacola, FL,White,Black,0,2,Personal,00:03:33,"2021,11,02"
11052,Toyota Corolla,Toyota,2020,LE CVT,"17,480","57,815",Westmont, IL,Red,Black,0,1,Personal,00:03:33,"2021,11,02"
11053,Honda CR-V,Honda,2019,EX-L FWD,"29,986","13,212",Daytona Beach, FL,White,Unknown,0,1,Personal,00:03:33,"2021,11,02"
11054,Ford F-150,Ford,2018,Lariat SuperCrew 5.5' Box 2WD,"38,900","33,629",Morehead City, NC,White,Beige,0,1,Personal,00:03:33,"2021,11,02"
11055,Jeep Compass,Jeep,2019,Limited 4WD,"21,590","13,997",Blue Mound, TX,White,Black,0,1,Personal,00:03:33,"2021,11,02"
11056,Honda Accord,Honda,2018,Sport 1.5T CVT,"21,337","104,527",Murrieta, CA,White,Black,0,1,Personal,00:03:33,"2021,11,02"
11057,Ford Explorer,Ford,2018,XLT FWD,"33,279","34,846",Edinburg, TX,Silver,Black,2,1,Personal,00:03:33,"2021,11,02"
11058,Ford F-150,Ford,2017,XLT SuperCrew 5.5' Box 4WD,"33,888","53,267",Chambersburg, PA,Gray,Gray,0,1,Personal,00:03:33,"2021,11,02"
11059,Ram 1500,Ram,2016,"Big Horn Crew Cab 5'7"" Box 4WD","29,987","72,683",Wernersville, PA,Black,Gray,0,2,Personal,00:03:33,"2021,11,02"
11060,Jeep Grand Cherokee,Jeep,2018,Altitude RWD,"24,286","91,634",Boerne, TX,White,Black,0,1,Personal,00:03:33,"2021,11,02"
11061,Nissan Rogue,Nissan,2019,SV AWD,"19,995","44,142",Huntsville, AL,Black,Black,1,2,Personal,00:03:33,"2021,11,02"
11062,Chevrolet Malibu,Chevrolet,2018,LT with 1LT,"16,788","63,693",Corpus Christi, TX,White,Black,0,2,Personal,00:03:33,"2021,11,02"
11063,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"37,996","48,102",Milwaukee, WI,Gray,Black,0,1,Personal,00:03:33,"2021,11,02"
11064,Ford F-150,Ford,2017,XLT SuperCrew 5.5' Box 4WD,"31,995","65,759",Burlington, WA,White,Gray,0,Personal,Personal,00:03:33,"2021,11,02"
11065,BMW 3 Series,BMW,2018,330i Sedan RWD,"26,995","34,650",San Francisco, CA,Gray,Black,1,1,Personal,00:03:33,"2021,11,02"
11066,Chevrolet Silverado 1500,Chevrolet,2018,LTZ Crew Cab Short Box 4WD,"42,598","46,431",Wichita, KS,White,Black,0,2,Personal,00:03:33,"2021,11,02"
11067,Ford Escape,Ford,2018,SE FWD,"12,950","134,844",Raleigh, NC,Black,Black,0,1,Fleet,00:03:33,"2021,11,02"
11068,Mercedes-Benz E-Class,Mercedes-Benz,2018,E 300 Sedan RWD,"44,950","20,815",Rocklin, CA,Gray,Black,0,2,Personal,00:03:33,"2021,11,02"
11069,Chevrolet Silverado 1500,Chevrolet,2019,LT Crew Cab Short Box 4WD,"42,603","27,915",Palm Coast, FL,Black,Black,0,1,Personal,00:03:33,"2021,11,02"
11070,Ram 1500,Ram,2018,"SLT Crew Cab 5'7"" Box 4WD","24,990","131,532",Grand Rapids, MI,White,Beige,0,1,Personal,00:03:33,"2021,11,02"
11071,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"39,750","40,977",Sparta, TN,Black,Black,0,1,Personal,00:03:33,"2021,11,02"
11072,Ford F-150,Ford,2018,XL Regular Cab 8.0' Box 4WD,"26,996","76,491",Greenwood, IN,Black,Gray,0,1,Personal,00:03:33,"2021,11,02"
11073,Chevrolet Silverado 1500,Chevrolet,2020,LT Trail Boss Crew Cab Short Bed 4WD,"42,995","81,780",Beaumont, TX,Gray,Black,0,1,Personal,00:03:33,"2021,11,02"
11074,Chevrolet Silverado 1500,Chevrolet,2018,LT Crew Cab Short Box 2WD,"34,997","62,000",Orange, CA,White,Black,0,1,Personal,00:03:33,"2021,11,02"
11075,Mercedes-Benz C-Class,Mercedes-Benz,2018,C 300 Sedan RWD,"29,998","21,532",San Jose, CA,Red,Beige,0,1,Personal,00:03:33,"2021,11,02"
11076,Jeep Grand Cherokee,Jeep,2017,Trailhawk 4WD,"18,996","162,908",Cortlandt Manor, NY,Silver,Red,1,1,Personal,00:03:35,"2021,11,02"
11077,Ford F-150,Ford,2019,Lariat SuperCrew 5.5' Box 4WD,"41,936","43,690",Milwaukee, WI,Red,Black,0,1,Fleet,00:03:35,"2021,11,02"
11078,Nissan Rogue,Nissan,2018,SV AWD,"24,888","14,335",Bronx, NY,Black,Black,1,1,Personal,00:03:35,"2021,11,02"
11079,Toyota Camry,Toyota,2018,LE I4 Automatic,"14,999","93,546",Inwood, NY,Black,Black,0,2,Personal,00:03:35,"2021,11,02"
11080,Ram 1500 Classic,Ram,2019,"Express Quad Cab 6'4"" Box 4WD","35,499","9,334",Amsterdam, NY,Gray,Black,0,1,Personal,00:03:35,"2021,11,02"
11081,Chevrolet Volt,Chevrolet,2018,LT,"21,990","25,766",San Jose, CA,White,Black,0,1,Personal,00:03:35,"2021,11,02"
11082,Toyota Corolla,Toyota,2020,LE CVT,"18,992","26,945",Clearwater, FL,Blue,Gray,0,1,Personal,00:03:35,"2021,11,02"
11083,Chevrolet Silverado 1500,Chevrolet,2020,RST Crew Cab Short Bed 4WD,"45,450","23,512",Gainesville, GA,Gray,Unknown,0,1,Personal,00:03:35,"2021,11,02"
11084,Toyota Tacoma,Toyota,2018,TRD Off Road Double Cab 5' Bed V6 RWD Automatic,"34,999","21,000",San Diego, CA,White,Gray,0,1,Personal,00:03:35,"2021,11,02"
11085,Chevrolet Silverado 1500,Chevrolet,2019,RST Crew Cab Short Box 4WD,"40,990","10,615",Blue Mound, TX,Silver,Black,0,2,Personal,00:03:35,"2021,11,02"
11086,Hyundai Sonata,Hyundai,2019,SE 2.4L,"17,888","13,613",Orlando, FL,White,Gray,0,2,Fleet,00:03:35,"2021,11,02"
11087,Kia Forte,Kia,2019,LXS IVT,"15,977","50,555",Jacksonville, FL,Black,Black,0,1,Fleet,00:03:35,"2021,11,02"
11088,Ram 1500,Ram,2019,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD","35,981","22,929",Clinton Township, MI,Black,Black,0,1,Personal,00:03:35,"2021,11,02"
11089,Jeep Cherokee,Jeep,2019,Limited 4WD,"27,999","35,476",Warrensburg, NY,Black,Black,0,1,Personal,00:03:35,"2021,11,02"
11090,Ford F-150,Ford,2019,XL Regular Cab 8.0' Box 4WD,"29,990","18,480",Blue Mound, TX,White,Gray,0,1,Fleet,00:03:35,"2021,11,02"
11091,Chevrolet Equinox,Chevrolet,2018,LT with 1LT FWD,"18,925","77,002",Fort Worth, TX,White,Black,0,1,Personal,00:03:35,"2021,11,02"
11092,Chevrolet Cruze,Chevrolet,2017,LT with 1SD Sedan Automatic,"14,999","62,046",Indianapolis, IN,Black,Black,0,2,Personal,00:03:35,"2021,11,02"
11093,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,"33,490","79,573",Daytona Beach, FL,Red,Black,0,1,Personal,00:03:35,"2021,11,02"
11094,Dodge Charger,Dodge,2019,SXT RWD,"25,831","50,960",Edinburg, TX,Blue,Black,0,1,Personal,00:03:35,"2021,11,02"
11095,Chevrolet Equinox,Chevrolet,2019,LT with 1LT AWD,"18,943","97,965",Fox Lake, IL,White,Black,0,1,Personal,00:03:35,"2021,11,02"
11096,Mercedes-Benz C-Class,Mercedes-Benz,2018,C 300 4MATIC Sedan,"33,901","23,709",New York, NY,Black,Black,0,1,Personal,00:03:35,"2021,11,02"
11097,Toyota Corolla,Toyota,2020,LE CVT,"18,994","18,667",Miami, FL,Blue,Gray,0,1,Personal,00:03:35,"2021,11,02"
11098,Kia Soul,Kia,2020,LX IVT,"18,991","6,046",Sarasota, FL,White,Black,0,1,Personal,00:03:35,"2021,11,02"
11099,Ford F-150,Ford,2014,XL SuperCrew 5.5' Box 4WD,"25,702","81,941",Newark, CA,Silver,Gray,0,2,Fleet,00:03:35,"2021,11,02"
11100,Honda Civic,Honda,2015,LX Sedan CVT,"8,999","117,411",Lemon Grove, CA,Silver,Gray,1,1,Fleet,00:03:35,"2021,11,02"
11101,Ford F-150,Ford,2017,XLT SuperCrew 5.5' Box 4WD,"31,999","70,602",Watertown, NY,White,Black,0,2,Personal,00:03:35,"2021,11,02"
11102,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"34,640","37,834",Lakewood, CO,Black,Gray,1,2,Personal,00:03:35,"2021,11,02"
11103,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"32,901","106,002",Greenwood, IN,White,Gray,0,3,Personal,00:03:35,"2021,11,02"
11104,Lincoln MKX,Lincoln,2018,Reserve AWD,"28,888","43,578",Plano, TX,White,Brown,1,3,Personal,00:03:35,"2021,11,02"
11105,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"34,350","60,389",Woodbridge, VA,Black,Black,0,1,Personal,00:03:35,"2021,11,02"
11106,Ford F-150,Ford,2019,Limited SuperCrew 5.5' Box 4WD,"55,471","32,993",Canton, GA,Black,Beige,0,1,Personal,00:03:37,"2021,11,02"
11107,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 2WD,"28,988","71,244",San Marcos, TX,Black,Gray,0,2,Personal,00:03:37,"2021,11,02"
11108,FIAT 500e,FIAT,2018,500e Hatchback,"14,758","10,953",Montclair, CA,White,Black,0,1,Personal,00:03:37,"2021,11,02"
11109,Toyota Corolla,Toyota,2019,LE CVT,"18,990","35,128",Doral, FL,Black,Gray,0,1,Personal,00:03:37,"2021,11,02"
11110,Ford Super Duty F-250,Ford,2017,XL SuperCab 8' Bed 4WD,"26,300","157,487",Houston, TX,White,Gray,0,1,Personal,00:03:37,"2021,11,02"
11111,Mercedes-Benz C-Class,Mercedes-Benz,2018,C 300 4MATIC Sedan,"23,952","32,993",Freeport, NY,Black,Black,0,2,Personal,00:03:37,"2021,11,02"
11112,Nissan Rogue,Nissan,2018,SV AWD,"26,995","12,738",Keyport, NJ,White,Black,0,1,Personal,00:03:37,"2021,11,02"
11113,Toyota Corolla,Toyota,2019,LE CVT,"17,450","49,157",Westmont, IL,White,Black,0,1,Personal,00:03:37,"2021,11,02"
11114,Chevrolet Equinox,Chevrolet,2018,LT with 1LT AWD,"20,900","44,280",Lake City, FL,Silver,Black,0,1,Personal,00:03:37,"2021,11,02"
11115,Mercedes-Benz C-Class,Mercedes-Benz,2018,C 300 Sedan RWD,"33,892","32,111",Newport Beach, CA,White,Black,0,2,Personal,00:03:37,"2021,11,02"
11116,Chevrolet Equinox,Chevrolet,2018,LT with 1LT FWD,"14,650","134,295",Modesto, CA,Gray,Black,1,2,Fleet,00:03:37,"2021,11,02"
11117,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"34,994","57,357",Angola, IN,Red,Black,0,1,Personal,00:03:37,"2021,11,02"
11118,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 2WD,"35,900","36,694",Lafayette, LA,Black,Black,0,1,Personal,00:03:37,"2021,11,02"
11119,Ford Escape,Ford,2015,SE FWD,"10,500","117,181",Lewisville, TX,Black,Black,0,2,Fleet,00:03:37,"2021,11,02"
11120,Ford F-150,Ford,2018,XLT SuperCab 6.5' Box 4WD,"35,995","49,987",Conway, SC,Black,Gray,0,2,Personal,00:03:37,"2021,11,02"
11121,Chevrolet Silverado 1500,Chevrolet,2020,RST Crew Cab Short Bed 4WD,"47,985","11,785",Byron, GA,White,Black,0,1,Personal,00:03:37,"2021,11,02"
11122,Ford Edge,Ford,2019,SEL AWD,"29,999","17,459",Fort Wayne, IN,Red,Black,0,1,Personal,00:03:37,"2021,11,02"
11123,Ford F-150,Ford,2017,XLT SuperCrew 5.5' Box 4WD,"27,994","99,751",Seffner, FL,White,Gray,0,2,Personal,00:03:37,"2021,11,02"
11124,Ford F-150,Ford,2019,Lariat SuperCrew 5.5' Box 4WD,"50,971","23,549",Marysville, WA,White,Black,0,1,Personal,00:03:37,"2021,11,02"
11125,Ford F-150,Ford,2014,XLT SuperCrew 5.5' Box 4WD,"18,488","162,273",Sacramento, CA,White,Gray,0,3,Personal,00:03:37,"2021,11,02"
11126,Ford F-150,Ford,2015,XLT SuperCrew 5.5' Box 4WD,"24,400","130,086",Clarksville, TN,White,Gray,0,3,Personal,00:03:37,"2021,11,02"
11127,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 2WD,"32,520","44,436",Deland, FL,Black,Gray,0,1,Personal,00:03:37,"2021,11,02"
11128,Hyundai Sonata,Hyundai,2014,GLS 2.4L Automatic,"7,699","103,438",Houston, TX,Gray,Gray,1,1,Personal,00:03:37,"2021,11,02"
11129,Kia Sorento,Kia,2019,LX I4 FWD,"19,994","62,541",Jacksonville, FL,White,Beige,0,1,Personal,00:03:37,"2021,11,02"
11130,Ford F-150,Ford,2017,XLT SuperCrew 5.5' Box 4WD,"28,995","119,016",Beloit, KS,Black,Beige,0,1,Fleet,00:03:37,"2021,11,02"
11131,Nissan Rogue,Nissan,2018,SV AWD,"24,500","18,450",Keyport, NJ,Black,Black,0,2,Personal,00:03:37,"2021,11,02"
11132,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"39,000","30,493",Indianapolis, IN,White,Beige,0,1,Personal,00:03:37,"2021,11,02"
11133,Ford Explorer,Ford,2018,XLT 4WD,"30,988","41,972",East Windsor, NJ,Gray,Black,0,1,Personal,00:03:37,"2021,11,02"
11134,Jeep Compass,Jeep,2018,Latitude 4WD,"22,995","23,114",Mechanicville, NY,Red,Black,0,1,Personal,00:03:37,"2021,11,02"
11135,Volkswagen Tiguan,Volkswagen,2018,SE FWD,"23,500","43,246",Naples, FL,White,Brown,1,1,Personal,00:03:37,"2021,11,02"
11136,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,"40,977","3,941",Columbia, MO,Black,Gray,0,1,Personal,00:03:40,"2021,11,02"
11137,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,"36,777","52,416",Naples, FL,Black,Gray,0,2,Fleet,00:03:40,"2021,11,02"
11138,Ford Fusion,Ford,2019,SE FWD,"19,980","34,915",San Antonio, TX,White,Black,1,1,Personal,00:03:40,"2021,11,02"
11139,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,"36,496","35,549",Coon Rapids, MN,Black,Gray,0,1,Personal,00:03:40,"2021,11,02"
11140,Ford EcoSport,Ford,2018,SE 4WD,"17,990","28,982",Blue Mound, TX,Black,Black,0,1,Personal,00:03:40,"2021,11,02"
11141,Chevrolet Malibu,Chevrolet,2018,LT with 1LT,"17,990","75,561",Ballwin, MO,White,Black,0,2,Personal,00:03:40,"2021,11,02"
11142,Kia Soul,Kia,2020,LX IVT,"19,490","21,839",Starke, FL,White,Black,0,2,Fleet,00:03:40,"2021,11,02"
11143,Ford Explorer,Ford,2018,XLT 4WD,"28,695","58,476",Turnersville, NJ,Red,Black,1,1,Personal,00:03:40,"2021,11,02"
11144,Ford F-150,Ford,2018,Lariat SuperCrew 5.5' Box 4WD,"41,555","38,809",Woodbridge, VA,White,Black,0,1,Personal,00:03:40,"2021,11,02"
11145,Chevrolet Silverado 1500,Chevrolet,2018,LT Z71 Double Cab Standard Box 4WD,"30,995","30,413",Portland, OR,White,Black,1,2,Personal,00:03:40,"2021,11,02"
11146,Ford F-150,Ford,2018,XL SuperCrew 5.5' Box 4WD,"33,995","19,263",White Bear Lake, MN,Black,Gray,0,1,Personal,00:03:40,"2021,11,02"
11147,Jeep Cherokee,Jeep,2019,Limited FWD,"25,507","34,420",Plantation, FL,White,Black,0,1,Personal,00:03:40,"2021,11,02"
11148,Ford Fusion,Ford,2019,Hybrid SE FWD,"15,000","96,500",Los Angeles, CA,Gray,Unknown,0,1,Personal,00:03:40,"2021,11,02"
11149,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,"34,900","97,392",Kernersville, NC,White,Gray,0,2,Personal,00:03:40,"2021,11,02"
11150,Chevrolet Silverado 1500,Chevrolet,2018,LT Crew Cab Short Box 4WD,"36,500","56,695",Santa Fe, NM,Black,Black,0,1,Personal,00:03:40,"2021,11,02"
11151,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"36,567","48,974",Columbus, TX,Red,Black,0,1,Fleet,00:03:40,"2021,11,02"
11152,Nissan Frontier,Nissan,2019,SV Crew Cab 2WD Automatic,"27,899","42,182",San Angelo, TX,White,Gray,0,2,Personal,00:03:40,"2021,11,02"
11153,Ford F-150,Ford,2018,XLT SuperCrew 5.5' Box 4WD,"39,169","33,249",Swainsboro, GA,White,Gray,0,1,Personal,00:03:40,"2021,11,02"
11154,Ford Edge,Ford,2018,SEL AWD,"23,000","67,508",Perham, MN,Black,Beige,0,1,Fleet,00:03:40,"2021,11,02"
11155,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,"39,760","20,341",Newnan, GA,White,Gray,0,1,Personal,00:03:40,"2021,11,02"
11156,Mercedes-Benz C-Class,Mercedes-Benz,2018,C 300 4MATIC Sedan,"32,901","33,578",New York, NY,Black,Black,0,2,Personal,00:03:40,"2021,11,02"
11157,Chevrolet Silverado 1500,Chevrolet,2020,LT Double Cab Standard Bed 2WD,"39,943","8,873",Longview, TX,Gray,Black,0,1,Personal,00:03:40,"2021,11,02"
11158,Ford F-150,Ford,2020,XLT SuperCrew 5.5' Box 4WD,"43,959","11,008",Cornelius, NC,Black,Gray,0,1,Fleet,00:03:40,"2021,11,02"
11159,Chevrolet Malibu,Chevrolet,2020,LT,"21,995","42,673",Winchester, VA,White,Black,0,1,Personal,00:03:40,"2021,11,02"
11160,Ford F-150,Ford,2019,XLT SuperCrew 5.5' Box 4WD,"41,500","31,098",Morrison, TN,Black,Black,1,1,Fleet,00:03:40,"2021,11,02"
11161,Toyota Camry,Toyota,2018,L I4 Automatic,"19,995","49,368",Savannah, GA,White,Gray,3,2,Personal,00:03:40,"2021,11,02"
11162,Ram 1500,Ram,2019,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD","40,988","15,659",Lima, OH,Silver,Black,0,1,Personal,00:03:40,"2021,11,02"
11163,Hyundai Elantra,Hyundai,2020,SEL 2.0L IVT,"17,000","36,935",Houston, TX,Silver,Black,1,1,Personal,00:03:40,"2021,11,02"
11164,Toyota Corolla,Toyota,2019,SE CVT,"17,309","74,780",San Francisco, CA,Gray,Unknown,0,2,Personal,00:03:40,"2021,11,02"
11165,Ford F-150,Ford,2017,Lariat SuperCrew 5.5' Box 4WD,"44,999","25,131",Marysville, WA,Gray,Black,0,1,Personal,00:03:40,"2021,11,02"
11166,Nissan Rogue,Nissan,2018,SV AWD,"25,588","14,597",Bronx, NY,Black,Black,0,1,Personal,00:03:42,"2021,11,02"
11167,Jeep Grand Cherokee,Jeep,2018,High Altitude 4WD,"38,653","25,923",Mansfield, MA,White,Black,0,1,Fleet,00:03:42,"2021,11,02"
11168,Ford F-150,Ford,2018,Lariat SuperCrew 5.5' Box 4WD,"41,497","22,226",O'Fallon, IL,Black,Black,0,1,Personal,00:03:42,"2021,11,02"
11169,Ford Focus,Ford,2016,SE Sedan,"10,991","76,606",Vallejo, CA,Black,Black,0,1,Personal,00:03:42,"2021,11,02"
11170,Toyota Tundra,Toyota,2019,SR5 CrewMax 5.5' Bed 5.7L 4WD,"49,995","12,057",El Paso, TX,White,Gray,0,1,Personal,00:03:42,"2021,11,02"
11171,BMW 3 Series,BMW,2018,330i Sedan RWD,"28,795","20,853",San Francisco, CA,White,Black,0,1,Personal,00:03:42,"2021,11,02"
